"id","inqno","consultant","project","approval","customer","validity","rate","price","terms","delivery","drumlength","ld","cpbg","warranty","cutlength","destination","inspby","cabletype","conductor","insulation","sheilding","innersheath","armour","outersheath","sp1","sp2","sp3","sp4","sp5","sp6","oem","sector","approvalissue","currentproject","upcomingproject","csupplier","req","delperiod","spclreq","others","user","datetime"
"498","4967",,"PTCUL Project","Approved","Safety Controls & Devices Pvt. Ltd.","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-03"
"499","4962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-02-03"
"500","4991",,"IOCL CP Sysytem project","Approved","IOCL","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-03"
"501","4993",,"IOCL VRU Project ( Baitalpur, Allahabad, Mughalsarai, Kanpur ) 4 sites ","Approved","IOCL ","3",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-03"
"502","4986",,"NTPC Unchahar","Approved","CHOUBAY & CO. (Agencies) PVT. LTD.","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-03"
"503","5005",,"ONGC 4 Sites ","Approved","ONGC ","15",,,"100% payment within 60 days through LC with  manufacturing clearance","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","Not applic",,"As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"505","4981","ADANI","ADANI -Mundra","Approved","Pratibha Elecinfra Pvt Ltd -Vadodara","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-04"
"508","4983","UPPTCL","132KV GIS S/s Noida UPPTCL","Approved","Safety Controls ",,,,"7","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-04"
"510","4953","Worley Parson India Ltd.  ","HPCL Thimapur Pipeline Project ","Approved","HPCL","7",,,"10% Advance and balance payment through 90 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","Not applic",,"As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"511","4999","ADANI","ADANI - Township","Approved","Pratibha Elecinfra Pvt Ltd -Vadodara","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-04"
"513","5001",,"Torrent Gas","Approved","Laxmi Engineering Pvt. Ltd. - Ahemdabad","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-04"
"514","4894",,"125 MVAR Reactor along with its  associated bay and related work at 400 KV Substation Kashipur”","Not Approved","Power Transmission Corporation Of Uttarakhand Limited.","15",,,"10% Advance and balance payment through 60 days LC","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","No","NA",,"1000","Exworks","Client",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"515","4873","Worley parson,EIL ","HPCL VRMP ","Approved","HPCL , IOCL ","7",,,"10% advance and balance through 30 days PDC after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"516","4872","Mecon ","GAIL India Odisha Pipeline Project ","Approved","GAIL","15",,,"20% Advance and balance payment through 60 days LC","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","No","NA ","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"517","4741",,"MSETCL","Approved","MSETCL","7",,,"20% Advance and balance payment through 60 days LC","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","No","NA",,"As Per BOQ","Exworks","Client",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"518","4711",,"765/400kV Fatehpur Substation under consultancy for North Central Railways.                         ","Approved","PGCIL","7",,,"10% Advance and balance payment through 60 days LC","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","No","NA",,"1000","Exworks","Client",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"519","4700","EIL","Konkan LNG terminal ","Approved","Konkan LNG  Pvt Ltd. ","7",,,"100% payment within 45 days (Under MSME)","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","No","NA",,"1000","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-04"
"520","4998",,"Plant Requirement For Heaters",,"Himanshu Electricals - Ghaziabad","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ",,"N.A.","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM ","Other",,"As above",,,,,,,"3068","2022-02-05"
"521","4987",,"IOCL Barauni",,"Milton Roy India","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"EPC",,,,,,,,,"Supply of cables only","3053","2022-02-07"
"523","4996",,"PGCIL SS-82 For Extn NP Kunta, Kurnool, Kolar, Hiriyur, kochi, & Tutocorin","Approved","Linxon Inda Ltd-bANGALORE","5",,,"100% payment within 45 days (Under MSME)","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","Yes","10% ","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.",,"Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3007","2022-02-07"
"524","5019",,"GAIL Skid works","Approved","GAIL","2",,,"20% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-07"
"525","5008","Toyo","Technimont IOCL Paradip job","Approved","IOCL Paradip","3",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-07"
"526","5030",,"Mathura Refinery ","Approved","Indian Oil Corporation Ltd.","7",,,"100% payment within 30 days (Under MSME)","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-08"
"527","5025",,"150 MW (80MW Arni + 70 MW Malkapur ) Solar Projects - MH","Approved","Juniper Green Energy","7",,,"10% Advance and balance payment through 30 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,"EPC","Generation",,,,,,,,"They require the material within 3-4weeks and shall close this inquiry within 2-3 days. Cut length for both the sites, separately","3053","2022-02-08"
"529","4992","TOYO Engineering","EPCC Package for DM Plant, ETP Plant at Barauni Refinery Expansion Project.","Approved","Larsen & Toubro Ltd. (ECC Div.) Chennai","6",,,"100% payment within 30 days (Under MSME)","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","PBG of 5%","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-02-08"
"531","4378","Self.","CDCI TIIP Project Bangaluru.","Not Approved","CINDA Engineering & Construction Pvt. Ltd. Noida","7",,,"20% Advance and balance payment through 60 days LC","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","Yes","No PBG","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3011","2022-02-08"
"532","5027",,"Boiler manufacturing unit Chemical plants ","Approved","Nigeria Project ","7",,,"10% Advance and balance payment through 90 days LC","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","Yes",,"24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.","1000","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-08"
"533","5018","Not applicable  ","Chemical plant, BASF group of companies who is involved in manufacturing of chemicals, pharma, agric","Approved","BASF  Chemical Plant Dahej ","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","10 -  12 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","500","No","na","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","500","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-08"
"534","5015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-08"
"535","5011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3033","2022-02-08"
"536","5009",,"OPTCL Odisha project","Not Approved","Offshore Infrastructure Ltd.","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","12 -  14 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-08"
"537","5016",,"NCG Energy India ( CPJ19225D )","Approved","NCG Energy India","3",,,"20% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-09"
"538","5035","NA","Plant requirement Zebron ","Approved","Zebron sales","4",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-09"
"539","4970","Technip Energies ","NRL Expansion project","Approved","NRL ","4",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-09"
"540","5021",,"CP cable","Approved","Ti Anode Fabricators Pvt. Ltd. - Chennai","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-09"
"542","5044","-","GSECL Wanakbori Rpject (Additional Quantity)","Approved","Elecon Peripherals Ltd.","2",,,"100% payment within 30 days through LC with  manufacturing clearance","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Client",,,,,,,,,,,,,,,,,,,,,,,"We have already executed this project, our datasheet is pre approved and shall be again getting the order from them.","3053","2022-02-10"
"543","5046",,"PGCIL Mizoram Lungsen Project under PGCIL.","Approved","Siddhartha Engineering Ltd.","7",,,"10% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-02-10"
"544","5050",,"A/c. Wave Industries Project.","Approved","Fives Cail-KCP Ltd.","2",,,"50% Advance payment & Balance payment before dispatch  ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-10"
"545","5051",,"Plant requirement for Temperature Sensor",,"Toshniwal Industries Pvt Ltd","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ",,"N.A.","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM","Other",,"As above",,,,,,,"3068","2022-02-10"
"546","5037",,"Plant Requirement For Temperature Sensor as well as heaters.",,"Sensewell Instruments Pvt Ltd","7",,,"100% against performa invoice before dispatch","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","N.A.","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,"OEM","Other",,"As above",,,,,,,"3068","2022-02-11"
"547","5053","Mecon ","Multiple projects ","Approved","GAIL, IOAGL","4",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"CONTRACTOR","Oil&Gas","NA","As above ","NA ","KEI","Routine ","NA","NA","NA","3048","2022-02-11"
"548","5063",,"Khurja TPP Plant ","Approved","Agnice Fire ","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","Na","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-11"
"549","5056",,"ONGC (Megha)","Approved",,"7",,,"100% payment within 30 days (Under MSME)","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-02-11"
"550","5068",,"OPAL  Dahej","Approved","Jeshta K Traders ","4",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,"INSPECTION by BV","3053","2022-02-11"
"551","5012",,"Hassan Cherlapally pipeline project","Approved","Advance Infrastructures Pvt Ltd.","3",,,"50% Advance payment & Balance payment before dispatch  ","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-15"
"552","5095",,"GAIL India","Approved","R K Enterprises","3",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,,"As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-15"
"553","5059",,"PGCIL Bhadla Project","Approved","PGCIL","2",,,"20% Advance and balance payment through 60 days LC","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"554","5091","Tractebel","HARIDWAR-RISHIKESH-DEHRADUN GAS PIPELINE PROJECT","Not Approved","GAIl","4",,,"10% advance and balance through 30 days PDC after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"555","5088","NA","Plant requirement","Approved","SAP Ahmedabad","2",,,"10% advance and balance through 30 days PDC after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"557","5058","NA","Mundra/Jaipur Project","Approved","LC Multi Solutions","2",,,"20% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"558","5075",,"G3011 - GPS Iraq ","Approved","Kirloskar Pneumatic Co. Ltd.","3",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"559","5055","NA","Plant requirement ( Only GTP is needed )","Approved","Sark EPC","2",,,"10% advance and balance through 30 days PDC after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"560","5089","CHINA CONSTRUCTION KIDE ENGINEERING CORPORATION","MANUFACTURING UNIT FOR SOLAR CELL AND MODULE MANUFACTURING PLANT MUNDRA, KUTCH,GUJARAT","Approved","MUNDRA SOLAR ENERGY LIMITED MUNDRA, KUTCH","3",,,"20% Advance and balance against performa invoice after inspection before dispatch.","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-15"
"561","5097",,"IOCL Dumad Project.","Approved","Atlas Copco India Ltd","7",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-15"
"562","5074","MSEDCL","MSEDCL - Navi Mumbai Turbhe Project","Not Approved","Capchem Electricals Pvt. Ltd","7",,,"10% Advance and balance payment through 60 days LC","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No",,"12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3071","2022-02-15"
"563","5076",,"Plant requirement","Approved",,"7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks",,,,,,,,,,,,,,,,,,,,,,,,,"3053","2022-02-15"
"564","5083",,"DAE Tender Bidding","Approved",,"7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,"Trading","Generation",,,,,,,,,"3053","2022-02-15"
"565","5109",,"IOCL Una Himachal","Approved","IOCL Una Himachal","3",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-17"
"566","5105",,"PX Projects ","Approved","IOCL","3",,,"10% Advance and balance against performa invoice after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-17"
"567","5114",,"MSETCL Bableshwar.","Approved","MSETCL","3",,,"20% Advance and balance payment through 60 days LC","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-17"
"568","5106",,"Substation Package for Establishment of 220/33 kV SS at Chowadhi (JAMMU) for PGCIL ON TURNKEY BASIS.",,"kalpatarau Power Transmission Ltd-Noida","7",,,"100% payment within 120 days through LC with  inspection call","8 -  10 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","1000","Yes","10% ","24 Months from the date of Commissioning & 36 Months from the date of dispatch; whichever is earlier.","1000","Up to site","Client",,,,,,,,,,,,,,,,,,,,,,,,"3007","2022-02-18"
"569","5125","NA","Plant requirement","Approved","Corrosion technologies Services.","2",,,"20% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-18"
"570","5078","NA","Cp system Project Multiple project","Approved","Sark EPC","3",,,"10% advance and balance through 30 days PDC after inspection before dispatch.","6 -  8 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-18"
"572","5130","NA","Plant requirement","Approved","Shakti Enterprise ","2",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","NA","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site",,,,,,,,,,,,,,,,,,,,,,,,,"3048","2022-02-19"
"573","5115","NTPC","NTPC, Kawas 56 MW project.","Approved","Vikram Solar Limited . - Mumbai","7",,,"10% Advance and balance against performa invoice after inspection before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-19"
"574","5102","ONGC","ONGC-Mehsana","Approved"," Sopan O&M Co Pvt. Ltd. - Ahmedabad","7",,,"100% payment with in 45 days PDC before dispatch.","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","TPIA",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-19"
"575","5101","NTPC","NTPC -Barauni -2nd Lot","Approved","ISGEC Heavy Engineering Ltd.","7",,,"100% payment within 30 days (Under MSME)","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Up to site","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-19"
"576","5064","GETCO ","GETCO project HT cable ","Not Approved","KPI Global Infrastructure Ltd. - Surat","7",,,"50% Advance payment & Balance payment before dispatch  ","4 -  6 weeks from the date of receipt of approved GTP/QAP/Manufacturing Clearance ","As Per BOQ","No","-","12 Months from the date of Commissioning & 18 Months from the date of dispatch; whichever is earlier.","As Per BOQ","Exworks","Consultant",,,,,,,,,,,,,,,,,,,,,,,,"3044","2022-02-19"
