"id","inqno","fdate","remark","ndate","datetime","user_id"
"1522","485","2020-09-26","It is tender enquiry and it is under follow about when it will get open.","2020-11-05","2020-09-26 00:00:00.000000","3053"
"1523","489","2020-08-18","in finalization process","2020-08-28","2020-08-18 00:00:00.000000","3048"
"1524","490","2020-09-24","Still tender is not open. Call back in Oct.20.","2020-10-24","2020-09-24 00:00:00.000000","3011"
"1525","492","2020-12-10","L&T has lost it. Praj Industries has got it.","2020-12-25","2020-12-10 00:00:00.000000","3011"
"1526","503","2020-09-03","Under follow-up , it will take time","2020-09-28","2020-09-03 00:00:00.000000","3048"
"1527","504","2021-03-10","They will intimate us, when they will get the tender.","2021-04-04","2021-03-10 00:00:00.000000","3044"
"1528","505","2020-10-02","Under followup, it will take time","2020-10-17","2020-10-02 00:00:00.000000","3048"
"1529","510","2020-09-24","Due to high rates. We lost it. ","0000-00-00","2020-09-24 00:00:00.000000","3011"
"1530","511","2021-04-22","It is under follow up.","2021-05-22","2021-04-22 00:00:00.000000","3044"
"1531","526","2020-09-26","it will take about 3-4 months.","2020-11-25","2020-09-26 00:00:00.000000","3053"
"1532","529","2020-09-03","Under finalization , under follow up","2020-09-18","2020-09-03 00:00:00.000000","3048"
"1533","532","2020-08-11","Yet to finalize. ","2020-08-31","2020-08-11 00:00:00.000000","3033"
"1534","535","2020-11-24","It is a tender enquiry and might take some time to finalise they are under follow up.","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1535","543","2020-11-24","The offer will take time to finalise","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1536","544","2020-09-26","It is tender enquiry and HT cables are more.","2020-11-10","2020-09-26 00:00:00.000000","3044"
"1537","546","2020-12-07","We have received the revised qty. Still bidding stage.","2021-01-06","2020-12-07 00:00:00.000000","3011"
"1538","550","2020-11-24","Tender is extended and it might take a while","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1539","561","2020-10-02","Under follow-up , it will take time","2020-11-06","2020-10-02 00:00:00.000000","3048"
"1540","562","2021-04-22","Still tender is not open.It wil take time.","2021-05-17","2021-04-22 00:00:00.000000","3044"
"1541","567","2020-07-27","offer submitted on 25.07.2020, notified him for the same","2020-09-10","2020-07-27 00:00:00.000000","3054"
"1542","574","2020-10-02","They have provided their other projects requirements.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"1543","575","2020-10-02","Their project is on hold and they are awaiting clearance from end client. ","2020-10-22","2020-10-02 00:00:00.000000","3053"
"1544","576","2020-11-24","It will take time. Mr. bala also following up with them.","2020-12-29","2020-11-24 00:00:00.000000","3044"
"1545","579","2020-10-02","They have provided their terms and conditions ,We have to match it. Under discussion.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"1546","584","2020-09-29","Project is on hold, still it will take 2-3 months to start.","2020-11-18","2020-09-29 00:00:00.000000","3044"
"1547","594","2020-12-07","Emerson has lost it. It has been won by Yokogawa.","2020-12-22","2020-12-07 00:00:00.000000","3011"
"1548","595","2021-04-22","We have received revised quantity for the cables and we have submiited our best rates with 3 days validity.","2021-05-02","2021-04-22 00:00:00.000000","3044"
"1549","598","2021-04-22","Budgetory enquiry, it will take time for tender opening.","2021-06-01","2021-04-22 00:00:00.000000","3044"
"1550","603","2020-11-04","Under followup/ it is on hold due to some reasone/ it will take time","2020-12-19","2020-11-04 00:00:00.000000","3048"
"1551","607","2020-09-03","It will take time under follow up","2020-10-18","2020-09-03 00:00:00.000000","3048"
"1552","610","2020-09-26","we  are not approved in the CSPTCL, and are trying to get the approval for the same.","2020-11-05","2020-09-26 00:00:00.000000","3044"
"1553","615","2020-11-24","It will take some time","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1554","622","2020-11-24","They have not received any update from their end client and they are under folllow up.","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1555","623","2020-11-26","Will take time atleast 3 months. ","2020-12-26","2020-11-26 00:00:00.000000","3033"
"1556","626","2021-01-30","Still It is under Technical Review.","2021-02-14","2021-01-30 00:00:00.000000","3011"
"1557","627","2021-01-30","They have purchased from Local Traders","2021-02-14","2021-01-30 00:00:00.000000","3011"
"1558","631","2021-01-25","They will let us know when it is to be finalised.","2021-03-11","2021-01-25 00:00:00.000000","3053"
"1559","632","2021-04-22","Tender is not open yet.","2021-05-17","2021-04-22 00:00:00.000000","3044"
"1560","634","2020-10-02","They have offered their target rates 1.47 Lacs. Under Discussion.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"1561","635","2021-04-22","Tender is not open yet.","2021-05-17","2021-04-22 00:00:00.000000","3044"
"1562","636","2020-09-26","It is under technical evaluation.","2020-10-31","2020-09-26 00:00:00.000000","3044"
"1563","637","2020-12-07","We have received the LOI on 01.12.20.","2020-12-22","2020-12-07 00:00:00.000000","3011"
"1564","638","2021-02-11","The tender is yet to be finalised.","2021-03-28","2021-02-11 00:00:00.000000","3053"
"1565","641","2020-09-03","Revised offer submitted, under follow up","2020-09-28","2020-09-03 00:00:00.000000","3048"
"1566","642","2021-04-22","Project on hold.","2021-05-27","2021-04-22 00:00:00.000000","3044"
"1567","650","2020-08-18","Yet to finalize. ","2020-08-28","2020-08-18 00:00:00.000000","3033"
"1568","651","2021-04-22","Budgetory enquiry, it will take time for tender opening.","2021-05-22","2021-04-22 00:00:00.000000","3044"
"1569","661","2020-09-09","No reponse due to payment terms. ","2020-09-19","2020-09-09 00:00:00.000000","3033"
"1570","670","2020-11-04","under follow up/ finalization will take time","2020-12-19","2020-11-04 00:00:00.000000","3048"
"1571","672","2020-09-26","under follow up for to get the approval for the project.","2020-10-21","2020-09-26 00:00:00.000000","3053"
"1572","675","2020-08-26","Quantity variation is awaited, wil get this order. ","2020-09-10","2020-08-26 00:00:00.000000","3033"
"1573","676","2020-10-23","In this perticular requirement, NDDb approval is required.","2020-11-22","2020-10-23 00:00:00.000000","3044"
"1574","679","2020-11-04","Budgetory , will take some time","2020-11-29","2020-11-04 00:00:00.000000","3048"
"1575","681","2020-12-17","Awaited reply from NPCIL.","2021-01-16","2020-12-17 00:00:00.000000","3011"
"1576","686","2020-08-27","KEI got this order , they have plant in Alwar so they have benefit for transportation charges also.","0000-00-00","2020-08-27 00:00:00.000000","3044"
"1577","689","2021-01-28","We have received final quantity we have to submit them our best rates.","2021-02-22","2021-01-28 00:00:00.000000","3044"
"1578","691","2020-10-01","Under  follow-up, finalization in first week of oct.","2020-10-11","2020-10-01 00:00:00.000000","3048"
"1579","694","2020-10-23","It wil take time to finalize, as they have wanted valididty of 6 months","2020-12-07","2020-10-23 00:00:00.000000","3053"
"1580","697","2020-12-17","Changed in qty. Will have to submit our offer.","2021-01-16","2020-12-17 00:00:00.000000","3011"
"1581","700","2020-11-24","It is a tender enquiry and might take some time to finalise they are under follow up.","2021-01-13","2020-11-24 00:00:00.000000","3053"
"1582","701","2020-11-24","They have submitted the tender and awaiting its response. They are under follow up.","2021-01-13","2020-11-24 00:00:00.000000","3053"
"1583","702","2021-03-10","Tender is not open yet.","2021-04-04","2021-03-10 00:00:00.000000","3044"
"1584","709","2020-11-04","under follow up/ finalization will take time","2020-11-24","2020-11-04 00:00:00.000000","3048"
"1585","715","2020-12-25","As discussed with Mr.Prakash Singh. KPTL has lost it. BHEL has got it.","2021-01-24","2020-12-25 00:00:00.000000","3011"
"1586","716","2020-09-26","they will intimate us before closing","2020-10-26","2020-09-26 00:00:00.000000","3044"
"1587","719","2021-03-10","Tender is not open yet.","2021-04-09","2021-03-10 00:00:00.000000","3044"
"1588","726","2020-10-23","they will let us know when they will be finalising theorder. Under follow ","2020-11-22","2020-10-23 00:00:00.000000","3044"
"1589","731","2020-12-07","We have received the mail from customer stating that technically out. Hence not consider our offer.","2020-12-22","2020-12-07 00:00:00.000000","3011"
"1590","738","2020-09-09","Requirement was revised, finalisation will be done in 5-10 days","2020-09-19","2020-09-09 00:00:00.000000","3054"
"1591","747","2020-10-10","As per discussion with Ms. Mythri, it will take 2-3 weeks for results.","2020-11-04","2020-10-10 00:00:00.000000","3044"
"1592","748","2020-11-23","under follow up, will let us know about bid.","2020-12-28","2020-11-23 00:00:00.000000","3048"
"1593","756","2020-11-04","they will let us know when tender will get open.","2020-12-09","2020-11-04 00:00:00.000000","3053"
"1594","760","2020-10-23","they are waiting for end client's response as it isgetting delayed.","2020-11-22","2020-10-23 00:00:00.000000","3044"
"1595","761","2020-11-04","under follow up, will let us know about tender.","2020-12-09","2020-11-04 00:00:00.000000","3048"
"1596","762","2020-10-15","Under followup/ will take some time","2020-11-09","2020-10-15 00:00:00.000000","3048"
"1597","773","2020-10-02","We have submitted our revised rates with terms and conditions.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"1598","777","2021-03-11","An order has received from the contractor.","2021-04-10","2021-03-11 00:00:00.000000","3011"
"1599","778","2020-12-07","Finally we have received the LOI.","2020-12-22","2020-12-07 00:00:00.000000","3011"
"1600","781","2021-03-10","Tender is not open yet.","2021-04-04","2021-03-10 00:00:00.000000","3044"
"1601","782","2021-03-10","Tender is not open yet.","2021-04-04","2021-03-10 00:00:00.000000","3044"
"1602","784","2020-11-24","The offer has been submitted and they do not have updates on it. Mr. Bala is following up with the customer.","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1603","786","2020-09-29","As discussed with Mr. Diwakar, revised quantity requirement to be floated after 1 month.","2020-10-29","2020-09-29 00:00:00.000000","3054"
"1604","791","2020-09-09","Will get the order for this offer. ","2020-09-19","2020-09-09 00:00:00.000000","3033"
"1605","793","2021-03-10","Tender is not open yet.","2021-04-04","2021-03-10 00:00:00.000000","3044"
"1606","797","2021-03-10","Tender is not open yet.","2021-04-09","2021-03-10 00:00:00.000000","3044"
"1607","804","2020-09-22","TOYO has ask for final rates. No further negotiations. Submitted final offer.","2020-10-02","2020-09-22 00:00:00.000000","3011"
"1608","808","2020-11-24","The tender is extended and they have been sending new enquiries. Will update when finalising,","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1609","810","2020-10-23","under follow, they wil let us know when they will be finalising the order.","2020-11-22","2020-10-23 00:00:00.000000","3044"
"1610","811","2020-12-12","Lost it on high rates,","2020-12-22","2020-12-12 00:00:00.000000","3011"
"1611","818","2021-03-19","Yet to finalized. ","2021-04-18","2021-03-19 00:00:00.000000","3033"
"1612","820","2020-10-21","They have not got the order. ","2020-11-05","2020-10-21 00:00:00.000000","3044"
"1613","821","2020-11-24","The tender is extended and they have been sending new enquiries. Will update when finalising,","2021-01-03","2020-11-24 00:00:00.000000","3053"
"1614","823","2020-11-07","The offer is yet to finalise and they are under follow up.","2020-12-07","2020-11-07 00:00:00.000000","3053"
"1615","824","2021-05-26","There is no update regarding this project from their end and they are under follow up.","0000-00-00","2021-05-26 00:00:00.000000","3053"
"1616","825","2020-11-04","in this enquiry, the quantity is very small.","2020-12-04","2020-11-04 00:00:00.000000","3007"
"1617","829","2020-10-12","Project got delay, under folloe, they prefer 90 days credit.","2020-11-21","2020-10-12 00:00:00.000000","3044"
"1618","834","2020-11-25","finalization will be in few months","2020-12-25","2020-11-25 00:00:00.000000","3007"
"1619","836","2020-11-24","Under follow up / they will inform us ","2020-12-14","2020-11-24 00:00:00.000000","3048"
"1620","839","2020-11-07","We are L4 and and they have a few regular vendors in this case. The project is yet to finalise.","2020-12-07","2020-11-07 00:00:00.000000","3053"
"1621","841","2020-12-12","PO Confirmation has received on 25th, Nov.20.","2020-12-22","2020-12-12 00:00:00.000000","3011"
"1622","846","2020-11-04","our price is very high duet to solar project.","2020-11-29","2020-11-04 00:00:00.000000","3044"
"1623","848","2021-02-19","Still Tender is not open.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1624","850","2020-11-24","It will take time of 2 months for start procurement.","2021-01-23","2020-11-24 00:00:00.000000","3044"
"1625","852","2020-09-29","tender date has been extended till october, 2020","2020-10-29","2020-09-29 00:00:00.000000","3033"
"1626","854","2020-11-07","They are under follow up and this requirement is not their priority right now.","2020-12-07","2020-11-07 00:00:00.000000","3053"
"1627","856","2020-12-17","budgetary enquiry, under follow-up","2021-01-01","2020-12-17 00:00:00.000000","3054"
"1628","857","2020-12-10","Under followup / We are in touch and they will inform us at the time of finalization","2020-12-20","2020-12-10 00:00:00.000000","3048"
"1629","860","2020-09-16","We have given  them 137 Rs. /Meters still they are not closing with as they have committed to Paramount still we follow to get atleast 50 KM Quantity. ","2020-09-21","2020-09-16 00:00:00.000000","3033"
"1630","864","2020-11-04","under follow up","2020-11-29","2020-11-04 00:00:00.000000","3048"
"1631","867","2021-05-28","Under follow up. ","2021-07-27","2021-05-28 00:00:00.000000","3033"
"1632","873","2020-11-04","It will take time / under follow up","2020-11-29","2020-11-04 00:00:00.000000","3048"
"1633","877","2020-10-09","It is under follow-up","2020-10-29","2020-10-09 00:00:00.000000","3048"
"1634","889","2020-10-31","TENDER IS NOT YET AWARDED","2020-11-30","2020-10-31 00:00:00.000000","3053"
"1635","891","2020-11-12","email reminder sent","2020-12-02","2020-11-12 00:00:00.000000","3054"
"1636","892","2020-11-04","they will let us know when tender ill get open. under follow.","2020-12-04","2020-11-04 00:00:00.000000","3053"
"1637","895","2020-12-03","It is tender stag enquiry, will be opned in Month of January. ","2021-01-17","2020-12-03 00:00:00.000000","3033"
"1638","899","2020-10-21","We have also discussed with IOCL. Yet to finalize. ","2020-12-05","2020-10-21 00:00:00.000000","3033"
"1639","906","2021-05-13","Under follow up , they will intimate us when they will get finalise.","2021-06-17","2021-05-13 00:00:00.000000","3044"
"1640","913","2021-02-06","It shall be conclude after March-21.","2021-03-08","2021-02-06 00:00:00.000000","3011"
"1641","915","2020-11-07","The project will take some time to finalise as they already required price validity of 60 days.","2020-12-07","2020-11-07 00:00:00.000000","3053"
"1642","916","2020-10-22","The offer is yet to finalise we have submitted all the required documents and they are under follow up.","2020-11-21","2020-10-22 00:00:00.000000","3053"
"1643","917","2021-02-06","Not yet finalize.","2021-03-08","2021-02-06 00:00:00.000000","3011"
"1644","924","2020-10-23","final quantity has been decided , they have sednt he same. Under follow up","2020-11-22","2020-10-23 00:00:00.000000","3044"
"1645","929","2021-05-03","They have submitted bid to the end client and they are waiting for the confirmation from them.","2021-06-02","2021-05-03 00:00:00.000000","3044"
"1646","934","2020-11-04","They will provide us their final BOQ after diwali.","2020-12-04","2020-11-04 00:00:00.000000","3044"
"1647","936","2021-06-09","Tender is not open yet.","2021-07-09","2021-06-09 00:00:00.000000","3044"
"1648","952","2021-02-19","Still Tender is not open.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1649","953","2020-11-24","Waiting for response from their end.","2020-12-24","2020-11-24 00:00:00.000000","3044"
"1650","958","2020-11-04","There is change in procurement team , we are in follow up with them, after diwali they will let us know about this.","2020-12-09","2020-11-04 00:00:00.000000","3044"
"1651","966","2020-11-26","Order cofirmation is awaited from Cairn Oil & Gas. ","2020-12-16","2020-11-26 00:00:00.000000","3033"
"1652","967","2020-10-16","APPROVAL EMAIL HAS BEEN SUBMITTED, FINALIZATION WILL BE AFTER 5-10 DAYS","2020-11-15","2020-10-16 00:00:00.000000","3054"
"1653","969","2021-03-11","PO Received.","0000-00-00","2021-03-11 00:00:00.000000","3011"
"1654","974","2020-11-26","Order cofirmation is awaited from Cairn Oil & Gas. ","2020-12-16","2020-11-26 00:00:00.000000","3033"
"1655","975","2020-10-22","We have not attained the approval of MECON however it is clearly mentioned in the make list that the vendor names not listed are subject to prior approval.","2020-11-21","2020-10-22 00:00:00.000000","3053"
"1656","979","2021-01-07","We have received a request for final prices and we shall submit our best rates. It is under follow up.","2021-02-06","2021-01-07 00:00:00.000000","3053"
"1657","980","2020-10-22","Final offer submitted / GTP submitted they will send PO after receiving Approved GTP from EIL","2020-11-16","2020-10-22 00:00:00.000000","3048"
"1658","981","2020-11-25","Our price is on very higher side due to Solar project, they have purchased cables from their regular vendor.","2020-12-25","2020-11-25 00:00:00.000000","3044"
"1659","983","2021-01-25","It is yet to be finalised. They are under follow up.","2021-03-06","2021-01-25 00:00:00.000000","3053"
"1660","987","2020-10-31","it will take time in finalization","2020-11-30","2020-10-31 00:00:00.000000","3054"
"1661","995","2021-02-19","Still It is under Technical Review.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1662","1003","2020-11-25","they will let us know when they will be closing the order. It is under follow.","2020-12-20","2020-11-25 00:00:00.000000","3053"
"1663","1006","2021-02-19","Emerson has lost it. It has been won by Honeywell.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1664","1014","2020-11-25","They have placed the order on RR kabel of Hlaf of the quantity and they were asking for 60 credit","2020-12-25","2020-11-25 00:00:00.000000","3053"
"1665","1015","2020-12-07","Valgineering EPC has lost it. It has been won by Yokogawa.","2020-12-22","2020-12-07 00:00:00.000000","3011"
"1666","1019","2020-10-31","tender has not yet awarded","2020-11-30","2020-10-31 00:00:00.000000","3044"
"1667","1023","2020-10-31","They gave order confirmation / Now some changes in Quantity / They will update and send us.","2020-11-10","2020-10-31 00:00:00.000000","3048"
"1668","1042","2020-10-27","Tender has been extended till 30/11/2020.3","2020-12-11","2020-10-27 00:00:00.000000","3044"
"1669","1043","2021-07-15","They had submitted bid to Tanzania ,they are waiting for the confirmation.","2021-08-14","2021-07-15 00:00:00.000000","3044"
"1670","1054","2020-11-13","We have got this order with 8% margin of price.","2020-12-13","2020-11-13 00:00:00.000000","3044"
"1671","1055","2020-11-24","We have submitted our revised rates with terms and conditions.","2020-12-24","2020-11-24 00:00:00.000000","3044"
"1672","1058","2021-06-09","Budgetary offer, they will let us know about tender opening.","2021-07-09","2021-06-09 00:00:00.000000","3044"
"1673","1059","2021-07-15","It is in under follow up.","2021-08-14","2021-07-15 00:00:00.000000","3044"
"1674","1060","2021-06-09","They got this tender and we have received the firm inquiry for the same.","2021-07-04","2021-06-09 00:00:00.000000","3044"
"1675","1061","2021-05-29","It is not yet disclosed or finalised.","2021-06-28","2021-05-29 00:00:00.000000","3053"
"1676","1062","2020-11-25","we are not having approval in jharkhand and tripura distribution, our price is on higher side.","2020-12-20","2020-11-25 00:00:00.000000","3044"
"1677","1075","2021-05-26","It is in under follow up, they will provide us revised BOQ.","2021-06-25","2021-05-26 00:00:00.000000","3044"
"1678","1076","2020-11-24","It will take time under follow up","2020-12-14","2020-11-24 00:00:00.000000","3048"
"1679","1083","2020-11-25","It will take some time to finalise.","2021-01-04","2020-11-25 00:00:00.000000","3053"
"1680","1084","2020-11-26","GTP has been submitted to pgcil for approval.  ","2020-12-26","2020-11-26 00:00:00.000000","3033"
"1681","1085","2021-03-11","Due to present raw-materials prices. Kept on hold. Contact in April-21.","2021-04-10","2021-03-11 00:00:00.000000","3011"
"1682","1088","2021-01-02","We have submitted our competitive prices.","2021-01-17","2021-01-02 00:00:00.000000","3044"
"1683","1091","2020-11-24","under followup, as discussed our rates on higher side, they need more discount","2020-12-04","2020-11-24 00:00:00.000000","3048"
"1684","1093","2020-11-02","get submitted as required by Mr. Zakir","2020-11-22","2020-11-02 00:00:00.000000","3044"
"1685","1097","2020-11-24","They have provide us final target price.","2020-12-24","2020-11-24 00:00:00.000000","3044"
"1686","1106","2020-11-13","We have submitted our revised rates with terms and conditions.","2020-11-28","2020-11-13 00:00:00.000000","3044"
"1687","1110","2021-03-10","Under follow up","2021-04-04","2021-03-10 00:00:00.000000","3048"
"1688","1125","2020-12-25","Tender shall open in Jan.21.","2021-01-24","2020-12-25 00:00:00.000000","3011"
"1689","1132","2020-11-25","it is under follow up, and they will let us know when they will be closing the order.","2020-12-30","2020-11-25 00:00:00.000000","3053"
"1690","1134","2021-02-10","Avocab gets this order & they have provided open credit for 30 days.","0000-00-00","2021-02-10 00:00:00.000000","3044"
"1691","1135","2020-11-24","finalization will take time. Under followup","2020-12-09","2020-11-24 00:00:00.000000","3048"
"1692","1144","2020-12-03","It will take some time","2020-12-23","2020-12-03 00:00:00.000000","3048"
"1693","1145","2021-01-25","It is yet to finalised and they shall inform us.","2021-03-01","2021-01-25 00:00:00.000000","3053"
"1694","1148","2020-11-23","finalization will take time. Under followup","2020-12-18","2020-11-23 00:00:00.000000","3048"
"1695","1149","2020-11-04","they provide us their terms and rates and we shall submit our terms.","2020-12-04","2020-11-04 00:00:00.000000","3044"
"1696","1154","2020-10-30","HPCL HCPL Project quoted will take time for finaliztion. ","2020-11-29","2020-10-30 00:00:00.000000","3033"
"1697","1156","2021-01-02","We have submitted our competitve price with 3 days validity. They will finalize with in this week.","2021-01-17","2021-01-02 00:00:00.000000","3044"
"1698","1159","2020-12-23","The offer is yet to finalise as the project was on hold due to fund issues In Railways.","2021-01-22","2020-12-23 00:00:00.000000","3053"
"1699","1160","2020-11-23","Budgetory offer/ will take time","2020-12-13","2020-11-23 00:00:00.000000","3048"
"1700","1172","2021-06-09","Budgetary offer, they will let us know about tender opening.","2021-07-09","2021-06-09 00:00:00.000000","3033"
"1701","1178","2020-12-25","Still tender is not open.","2021-01-24","2020-12-25 00:00:00.000000","3011"
"1702","1181","2020-11-12","as per Mr. Arun our prices are at L3, kei/ polycab prices are at L2 and gupta power prices are lowest, he asked for discount, it is flexible cable, differnece is of 13 lakhs and our margin is very low.","2020-12-12","2020-11-12 00:00:00.000000","3054"
"1703","1184","2021-01-02","They have close with Kapil cables. Our price were higher side.","2021-01-17","2021-01-02 00:00:00.000000","3044"
"1704","1185","2021-01-29","finalization is not yet done","2021-02-18","2021-01-29 00:00:00.000000","3044"
"1705","1190","2020-12-17","our rates are on higher side","2021-01-01","2020-12-17 00:00:00.000000","3054"
"1706","1192","2020-12-10","It will take time","2020-12-25","2020-12-10 00:00:00.000000","3048"
"1707","1197","2021-01-07","No response from their end / under followup by mail ","2021-01-22","2021-01-07 00:00:00.000000","3048"
"1708","1198","2020-12-12","We have submitted our rates with price increment/decrement basis. As per discussion they will give us change in power cables.","2020-12-27","2020-12-12 00:00:00.000000","3044"
"1709","1203","2021-01-02","We have submitted our competitve price with 3 days validity. They will finalize with in this month.","2021-01-17","2021-01-02 00:00:00.000000","3044"
"1710","1210","2021-02-12","revised quantity was received, then we received the PO","0000-00-00","2021-02-12 00:00:00.000000","3054"
"1711","1220","2021-03-11","Under follow up , we are in touch","2021-03-31","2021-03-11 00:00:00.000000","3048"
"1712","1221","2020-12-25","Tender shall open in Jan.21.","2021-01-24","2020-12-25 00:00:00.000000","3011"
"1713","1224","2021-04-13","after 2-3 months update will be given as the project is on hold, as discussed with Mr. Prashant.","2021-06-02","2021-04-13 00:00:00.000000","3044"
"1714","1232","2021-05-15","No response from their end / under followup by mail ","2021-06-04","2021-05-15 00:00:00.000000","3048"
"1715","1235","2020-12-05","e-Auction was conducted by Adani on 26.11.20. We were not lowest. Hence we lost it.","2020-12-20","2020-12-05 00:00:00.000000","3011"
"1716","1248","2021-03-20","Tender shall open in April-21.","2021-04-19","2021-03-20 00:00:00.000000","3011"
"1717","1250","2021-03-20","Tender shall open in April-21.","2021-04-19","2021-03-20 00:00:00.000000","3011"
"1718","1253","2021-03-15","Project kept on  hold by IOCL, Under follow up. ","2021-03-25","2021-03-15 00:00:00.000000","3053"
"1719","1255","2020-12-17","We have received an order confirmation from Hyosung T & D India Pvt Ltd.","2021-01-01","2020-12-17 00:00:00.000000","3033"
"1720","1291","2020-12-03","It will take 5-10 days","2020-12-13","2020-12-03 00:00:00.000000","3048"
"1721","1293","2021-03-11","Still Not yet finalize. Call back in March.21.","2021-03-26","2021-03-11 00:00:00.000000","3011"
"1722","1295","2021-07-21","Budgetary offer, they will let us know about tender opening.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1723","1296","2021-01-02","We have submitted our competitve price with 3 days validity.","2021-01-09","2021-01-02 00:00:00.000000","3044"
"1724","1298","2021-01-28","Lost it on high rates & payment terms. L&T has asked for an open credit for 60 days.","2021-02-07","2021-01-28 00:00:00.000000","3011"
"1725","1301","2021-05-26","bid nis not yet opened, they are waiting for the technical bid to open.","2021-06-25","2021-05-26 00:00:00.000000","3044"
"1726","1309","2020-12-29","Yet not finalized, under follow-up","2021-01-08","2020-12-29 00:00:00.000000","3048"
"1727","1312","2020-12-23","It will take 1-2 weeks , we are in touch ","2021-01-02","2020-12-23 00:00:00.000000","3048"
"1728","1314","2021-04-05","Under follow up. ","2021-04-20","2021-04-05 00:00:00.000000","3053"
"1729","1321","2021-03-18","We had submitted revised rates however there is an issue with the end client for approval and we shall have to approach end client as well. They have sent a mail from their end but there is not response from their end client that Is Paradip port trust.","2021-04-12","2021-03-18 00:00:00.000000","3053"
"1730","1327","2021-01-05","under follow up/ we are in touch / due to higher rates of raw material they delayed the finalization.","2021-01-15","2021-01-05 00:00:00.000000","3048"
"1731","1328","2021-02-10","they are waiting for end client's response as it isgetting delayed.","2021-03-02","2021-02-10 00:00:00.000000","3044"
"1732","1329","2021-02-15","They have to revise their requirement and so they are yet to finalise this offer.","2021-03-17","2021-02-15 00:00:00.000000","3053"
"1733","1330","2021-07-20","  It is open will take time. ","2021-09-30","2021-09-16 09:35:16.954020","3033"
"1734","1343","2021-01-07","They will inform us when it will finalization","2021-01-17","2021-01-07 00:00:00.000000","3048"
"1735","1375","2021-03-10","We are in touch / they will give intimation before closing","2021-04-14","2021-03-10 00:00:00.000000","3048"
"1736","1389","2021-01-08","It is under follow up. ","2021-02-07","2021-01-08 00:00:00.000000","3033"
"1737","1390","2021-03-10","It will take time","2021-03-25","2021-03-10 00:00:00.000000","3048"
"1738","1408","2021-03-12","Still tender not opened. ","2021-03-27","2021-03-12 00:00:00.000000","3033"
"1739","1413","2021-03-05","They will close within 10 days. ","2021-03-15","2021-03-05 00:00:00.000000","3033"
"1740","1415","2021-02-06","Still Not yet finalize. Call back in March.21.","2021-03-08","2021-02-06 00:00:00.000000","3011"
"1741","1417","2021-03-11","Tried approval based on RDSO. Did not consider.","2021-03-26","2021-03-11 00:00:00.000000","3011"
"1742","1432","2021-01-28","Now technical is over. Revised offer submitted on 22.01.21.","2021-02-12","2021-01-28 00:00:00.000000","3011"
"1743","1436","2021-01-11","negotiation stage","2021-03-12","2021-01-11 00:00:00.000000","3044"
"1744","1445","2021-01-08","It is under follow up will be closed in january. ","2021-01-23","2021-01-08 00:00:00.000000","3033"
"1745","1446","2021-02-19","Still It is under final discussion with end customer.","2021-03-16","2021-02-19 00:00:00.000000","3011"
"1746","1451","2021-03-18","We have followed up with them and it is to be finalised after 2 months.","2021-04-22","2021-03-18 00:00:00.000000","3053"
"1747","1455","2021-02-19","Still tender is not open.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1748","1457","2021-02-19","Received the mail from TOYO for price validity. Submitted the Revised offer on 18.02.21 with 15 days validity.","2021-03-21","2021-02-19 00:00:00.000000","3011"
"1749","1458","2021-07-21","Budgetroy offer, they will let us know about tender opening.","2021-08-25","2021-07-21 00:00:00.000000","3044"
"1750","1460","2021-03-11","Under follow up / they will inform us before closing","2021-03-26","2021-03-11 00:00:00.000000","3048"
"1751","1461","2021-03-11","Lost it on terms of payment.  BGR has ask for an open credit. We denied.","0000-00-00","2021-03-11 00:00:00.000000","3011"
"1752","1465","2021-03-05","Yet to finalized. ","2021-03-20","2021-03-05 00:00:00.000000","3033"
"1753","1471","2021-01-11","have received comments for technical, gtp has been submitted again","2021-01-31","2021-01-11 00:00:00.000000","3054"
"1754","1477","2021-01-04","It will take time","2021-01-24","2021-01-04 00:00:00.000000","3048"
"1755","1478","2021-01-04","They will send Instrumentation package to include in the same offer","2021-01-14","2021-01-04 00:00:00.000000","3048"
"1756","1488","2021-03-12","Tender shall open in April.21.","2021-04-06","2021-03-12 00:00:00.000000","3033"
"1757","1492","2021-01-11","budgetary enquiry, quantity is very less- 50 m","0000-00-00","2021-01-11 00:00:00.000000","3053"
"1758","1499","2021-03-12","Tender shall open in April.21.","2021-04-06","2021-03-12 00:00:00.000000","3033"
